id,title,provider,time,url,skills,probabilities
3103,"Curanderismo: Traditional Healing of the Mind, Energy & Spirit",University of New Mexico,18,https://www.coursera.org/learn/curanderismo-traditional-healing,"Administer relaxation or remedial massage;;Administer standardised physical or psychological tests;;Apply bandages, dressings or splints;;Arrange physical or mental health services for clients;;Care for patients recovering from injury and illness;;Counsel clients on mental health or personal achievement;;Counsel clients or patients regarding personal issues;;Develop health assessment methods or programs;;Encourage patients during therapeutic activities;;Evaluate patient functioning, capabilities or health;;Give medications or immunisations;;Prepare medications or medical solutions;;Provide counsel, comfort or encouragement to individuals or families",
3106,Introduction to Translational Science,University of Rochester,10,https://www.coursera.org/learn/intro-translational-science,"Attend educational events to update medical knowledge;;Attend receptions, dinners, and conferences to meet people, exchange views and information, and develop working relationships;;Conduct research to increase knowledge about medical issues;;Develop biological research methods;;Direct scientific activities;;Evaluate patient functioning, capabilities or health;;Evaluate patient outcomes to determine effectiveness of treatments;;Explain medical procedures or test results to patients or family members;;Plan biological research",
3107,"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Administrative/IT Perspective)",Columbia University,14,https://www.coursera.org/learn/hi-five-admin-it,"Analyse data to determine effectiveness of treatments or therapies;;Analyse health-related data;;Analyse medical data;;Assess the cost effectiveness of products, projects or services;;Assist health care practitioners during examinations or treatments;;Collaborate with health care professionals to plan or provide treatment;;Collect medical information from patients, family members or other medical professionals;;Communicate detailed medical information to patients or family members;;Communicate patient status to other health practitioners;;Develop health care quality and safety procedures;;Direct health care delivery programs;;Engage patients in exercises or activities;;Enter patient or treatment data into computers;;Establish standards for medical care",
3108,Health Equity Research & Practice: Local & Global Lessons,Johns Hopkins University,11,https://www.coursera.org/learn/local-and-global-best-practices-in-health-equity-research,"Act as an advocate or communicator regarding the cultural, diversity or accessibility needs of others;;Advise clients or community groups on health issues;;Analyse health-related data;;Care for women during pregnancy and childbirth;;Collect information about community health needs;;Communicate health and wellness information to the public;;Deliver inclusive and accessible programs, policies or services;;Design public or employee health programs;;Develop health assessment methods or programs;;Provide basic health care services",
3109,Advancing Health Equity: A Guide to Reducing Bias in Healthcare,University of Michigan,10,https://www.coursera.org/learn/advancing-health-equity-a-guide-for-reducing-bias,"Act as an advocate or communicator regarding the cultural, diversity or accessibility needs of others;;Apply knowledge, understanding and respect of culturally significant sites or objects;;Attend receptions, dinners, and conferences to meet people, exchange views and information, and develop working relationships;;Deliver culturally appropriate programs, policies or services;;Deliver inclusive and accessible programs, policies or services;;Design public or employee health programs;;Develop operating strategies, plans or procedures;;Develop organisational policies or programs;;Develop professional relationships or networks;;Develop safety standards, policies or procedures;;Direct health care delivery programs;;Evaluate staff practices to ensure adherence to regulations;;Implement organisational process or policy changes;;Train employees in proper work procedures",
3110,The New Nordic Diet - from Gastronomy to Health,University of Copenhagen,7,https://www.coursera.org/learn/new-nordic-diet,"Advise others on educational and student wellbeing matters;;Communicate health and wellness information to the public;;Cook foods;;Cut foods;;Develop health assessment methods or programs;;Evaluate quality of food, drinks or ingredients;;Manage preparation of special meals or diets;;Monitor nutrition-related activities of individuals or groups",
3111,"Digital Media for Health Outcomes, English",Yale University,16,https://www.coursera.org/learn/digital-media-health-outcomes-english,Advise clients or community groups on health issues;;Analyse health-related data;;Collect information about community health needs;;Communicate health and wellness information to the public;;Design public or employee health programs;;Develop promotional materials;;Develop social media materials;;Implement advertising or marketing initiatives;;Inform medical professionals regarding patient conditions and care,
3112,Personalised Medicine from a Nordic Perspective,University of Copenhagen,14,https://www.coursera.org/learn/personalised-medicine-from-a-nordic-perspective,Advise others on health care issues;;Advise patients of health conditions or treatments;;Analyse data to determine effectiveness of treatments or therapies;;Analyse health-related data;;Analyse medical data;;Analyse quantitative data to determine effectiveness of treatments or therapies;;Analyse test results to inform diagnosis or treatment;;Communicate detailed medical information to patients or family members;;Diagnose medical conditions;;Establish standards for medical care;;Evaluate patient outcomes to determine effectiveness of treatments;;Explain medical procedures or test results to patients or family members,
3113,The Nature of Genius,Yale University,28,https://www.coursera.org/learn/nature-of-genius,,
3114,Global Health: An Interdisciplinary Overview,University of Geneva,18,https://www.coursera.org/learn/global-health-overview,Advise clients or community groups on health issues;;Analyse health-related data;;Apply knowledge or research findings to address environmental problems;;Collaborate with health care professionals to plan or provide treatment;;Collect information about community health needs;;Communicate health and wellness information to the public;;Conduct research on social issues;;Develop health assessment methods or programs;;Establish standards for medical care;;Provide basic health care services,
3115,Science Literacy,University of Alberta,22,https://www.coursera.org/learn/science-literacy,Advise others on social or educational issues;;Apply knowledge or research findings to address environmental problems;;Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields;;Communicate results of environmental research;;Conduct research to increase knowledge about medical issues;;Design research studies to obtain scientific information;;Develop biological research methods;;Develop scientific or mathematical models;;Evaluate scholarly materials,
3116,Understanding Cancer Metastasis,Johns Hopkins University,36,https://www.coursera.org/learn/cancer-metastasis,"Administer cancer treatments;;Develop biological research methods;;Develop promotional materials;;Develop promotional strategies for religious organisations;;Evaluate patient outcomes to determine effectiveness of treatments;;Evaluate treatment options to guide medical decisions;;Examine characteristics or behaviour of living organisms;;Promote goods, services, or programs",
3117,Breastfeeding: Public Health Perspectives,University of Michigan,12,https://www.coursera.org/learn/breastfeeding-public-health-perspectives,Advocate for individual or community needs;;Analyse health-related data;;Care for women during pregnancy and childbirth;;Communicate health and wellness information to the public;;Conduct research to increase knowledge about medical issues;;Develop educational or training programs;;Develop instructional materials;;Establish nursing policies or standards;;Evaluate effectiveness of educational programs;;Evaluate program effectiveness;;Prepare research reports,
3118,Introduction to Integrative Therapies and Healing Practices,University of Minnesota,36,https://www.coursera.org/learn/integrative-therapies-and-healing-practices,Administer relaxation or remedial massage;;Advise patients of health conditions or treatments;;Analyse data to determine effectiveness of treatments or therapies;;Analyse quantitative data to determine effectiveness of treatments or therapies;;Assist practitioners to perform medical procedures;;Communicate health and wellness information to the public;;Conduct research to increase knowledge about medical issues;;Develop health assessment methods or programs;;Develop patient therapy programs;;Develop treatment plans that use non-medical therapies;;Inform medical professionals regarding patient conditions and care;;Interact with patients to build rapport or provide emotional support;;Plan programs to address community health issues,
3119,Medical Terminology III,Rice University,36,https://www.coursera.org/learn/medical-terminology-iii,Analyse medical data;;Assist with food or drink preparation;;Determine protocols for medical procedures;;Diagnose medical conditions;;Diagnose neural or psychological disorders;;Explain medical procedures or test results to patients or family members;;Explain technical medical information to patients,
3120,Using clinical health data for better healthcare,The University of Sydney,15,https://www.coursera.org/learn/healthcare-data,Analyse data to determine effectiveness of treatments or therapies;;Analyse health-related data;;Analyse medical data;;Communicate detailed medical information to patients or family members;;Communicate health and wellness information to the public;;Communicate organisational information to customers or other stakeholders;;Communicate organisational policies and procedures;;Confer with co-workers or internal stakeholders to coordinate operational activities;;Develop health care quality and safety procedures;;Direct health care delivery programs;;Establish nursing policies or standards;;Establish standards for medical care;;Evaluate data quality,
3121,The Brain and Space,Duke University,9,https://www.coursera.org/learn/human-brain,,
3122,Immunology: Immune Failures and Cancer Immunology,Imperial College London,12,https://www.coursera.org/learn/immunology-immune-failures-and-cancer-immunology,"Administer cancer treatments;;Analyse biological samples;;Develop promotional materials;;Give medications or immunisations;;Immunise patients;;Promote goods, services, or programs;;Promote products, activities, or organisations;;Treat acute illnesses, infections or injuries",
3123,Leading Change in Health Informatics,Johns Hopkins University,12,https://www.coursera.org/learn/leading-change-health-informatics,"Analyse health-related data;;Communicate health and wellness information to the public;;Design public or employee health programs;;Develop detailed project plans;;Develop health assessment methods or programs;;Develop health care quality and safety procedures;;Develop operating strategies, plans or procedures;;Develop performance metrics or standards related to information technology;;Maintain medical facility records;;Maintain medical records;;Manage environmental sustainability projects;;Manage health care operations;;Manage information technology projects or system activities;;Provide leadership to align operational activities with the organisation’s vision and goals",
3124,Machine Learning in Healthcare: Fundamentals & Applications,Northeastern University,18,https://www.coursera.org/learn/machine-learning-in-healthcare-fundamentals-and-applications,Analyse health-related data;;Analyse medical data;;Analyse patient data to determine patient needs or treatment goals;;Anticipate the organisational implications of machine learning models;;Enter patient or treatment data into computers,
3125,Intellectual Property in the Healthcare Industry,University of Pennsylvania,12,https://www.coursera.org/learn/intellectual-property-healthcare-industry,"Analyse impact of legal or regulatory changes;;Apply and maintain information security controls as required by policies or risk assessments;;Communicate with clients about products, procedures and policies;;Conduct research to increase knowledge about medical issues;;Design public or employee health programs;;Document legal or regulatory information;;Establish standards for medical care;;Follow protocols or regulations for health care activities;;Investigate legal issues;;Maintain medical or professional knowledge;;Prepare information or documentation related to legal or regulatory matters",
3127,Immunology: Immune System and Infectious Diseases,Imperial College London,36,https://www.coursera.org/learn/immunology-immune-system-and-infectious-diseases,"Analyse biological samples;;Cultivate micro-organisms for study, testing or medical preparations;;Examine characteristics or behaviour of living organisms;;Give medications or immunisations;;Immunise patients;;Prevent and control infections according to policies and procedures;;Promote goods, services, or programs;;Promote products, activities, or organisations",
3128,Survival Analysis in R for Public Health,Imperial College London,12,https://www.coursera.org/learn/survival-analysis-r-public-health,Analyse data to determine effectiveness of treatments or therapies;;Analyse data to determine project feasibility;;Analyse health-related data;;Analyse medical data;;Analyse patient data to determine patient needs or treatment goals;;Conduct diagnostic tests to determine patient health;;Determine appropriate methods for data analysis;;Develop medical treatment plans;;Develop pricing forecasts and models;;Evaluate patient outcomes to determine effectiveness of treatments;;Evaluate treatment options to guide medical decisions,
3129,Building Materials and Human Health,"Parsons School of Design, The New School",,https://www.coursera.org/learn/building-materials-and-human-health,Advise communities or institutions regarding health or safety issues;;Advise others on health and safety issues;;Advise others on management of emergencies or hazardous situations or materials;;Design structures or facilities;;Determine methods to minimise environmental impact;;Determine methods to minimise environmental impact of activities;;Evaluate construction projects to determine compliance with external standards or regulations;;Evaluate plans or specifications to determine technological or environmental implications;;Inspect work sites to identify potential environmental or safety hazards;;Investigate the environmental impact of projects;;Research environmental impact of industrial or development activities,
3130,Systems Science and Obesity,Johns Hopkins University,10,https://www.coursera.org/learn/systems-science-obesity,"Analyse data to identify or resolve operational problems;;Analyse data to inform operational decisions or activities;;Analyse medical data;;Create models of engineering designs or methods;;Design computer modelling or simulation programs;;Design psychological or educational treatment procedures or programs;;Determine appropriate methods for data analysis;;Develop data analysis or data management procedures;;Develop diagrams or flow charts of system operation;;Develop health assessment methods or programs;;Develop patient therapy programs;;Develop scientific or mathematical models;;Explain engineering drawings, specifications or other technical information;;Explain technical medical information to patients;;Explain technical product or service information to customers",
3131,The Basics of Trauma Surgery,Technical University of Munich (TUM),12,https://www.coursera.org/learn/trauma-surgery-basics,"Analyse crime scene evidence;;Apply bandages, dressings or splints;;Care for patients recovering from injury and illness;;Conduct health or safety training programs;;Create advanced digital images of patients using computer imaging systems;;Design psychological or educational treatment procedures or programs;;Investigate industrial or transportation accidents;;Operate diagnostic or therapeutic medical instruments or equipment;;Perform emergency medical procedures which are complex, intensive or critical;;Prepare compounds or solutions to be used for repairs;;Provide first aid or rescue assistance in emergencies;;Treat acute illnesses, infections or injuries",
3132,Sustainable Consumption and Health,University of Michigan,,https://www.coursera.org/learn/sustainable-consumption-health,,
3133,Qualitative Data Analysis with MAXQDA Software,Emory University,36,https://www.coursera.org/learn/qualitative-data-analysis-with-maxqda-software,"Analyse data to identify or resolve operational problems;;Analyse data to inform operational decisions or activities;;Analyse operational or research data;;Analyse test results;;Determine appropriate methods for data analysis;;Develop computer or information systems;;Develop guidelines for system implementation;;Develop technical methods or processes;;Prepare detailed work plans;;Prepare drafts of amendments, government policies, laws, rules, regulations, budgets, programs and procedures;;Prepare financial documents, reports or budgets;;Prepare research or technical reports;;Prepare research reports;;Present medical research reports",
3134,Creating Behavioral Change,Wesleyan University,12,https://www.coursera.org/learn/behavioral-change,Analyse data to determine effectiveness of treatments or therapies;;Analyse quantitative data to determine effectiveness of treatments or therapies;;Conduct eligibility or selection interviews;;Conduct scientific research of organisational behaviour or processes;;Develop patient therapy programs;;Develop theories or models of social phenomena;;Discuss child development and behaviour with parents or guardians;;Encourage patients during therapeutic activities;;Encourage patients or clients to develop life skills;;Encourage students;;Engage patients in exercises or activities;;Establish treatment goals;;Evaluate the effectiveness of counselling or educational programs,
3135,Aromatherapy: Clinical Use of Essential Oils,University of Minnesota,36,https://www.coursera.org/learn/aromatherapy-clinical-use-essential-oils,"Administer relaxation or remedial massage;;Administer therapy treatments to patients;;Analyse data to determine effectiveness of treatments or therapies;;Analyse quantitative data to determine effectiveness of treatments or therapies;;Apply and maintain information security controls as required by policies or risk assessments;;Assess physical conditions of patients to aid in diagnosis or treatment;;Assess skin or hair conditions;;Assist practitioners to perform medical procedures;;Clean medical equipment or facilities;;Design psychological or educational treatment procedures or programs;;Develop health care quality and safety procedures;;Develop patient therapy programs;;Encourage patients during therapeutic activities;;Explain regulations, policies or procedures",
3136,Hypothesis Testing in Public Health,Johns Hopkins University,36,https://www.coursera.org/learn/hypothesis-testing-public-health,"Analyse biological samples;;Analyse laboratory findings;;Analyse quantitative data to determine effectiveness of treatments or therapies;;Analyse test results;;Analyse test results to inform diagnosis or treatment;;Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields;;Calculate geographic positions from survey data;;Calculate numerical data for medical activities;;Collect samples for analysis or testing;;Determine appropriate methods for data analysis;;Promote goods, services, or programs;;Promote products, activities, or organisations",
3137,"Life, Health and Radiation",The University of Sydney,12,https://www.coursera.org/learn/life-health-radiation,Administer medical substances for imaging or other procedures;;Analyse chemical compounds or substances;;Create advanced digital images of patients using computer imaging systems;;Design electronic or computer equipment or instrumentation;;Develop theories or models of physical phenomena;;Direct scientific activities;;Examine characteristics or behaviour of living organisms;;Examine physical characteristics of gemstones or precious metals;;Operate diagnostic imaging equipment;;Research advanced engineering designs or applications;;Research engineering applications of emerging technologies;;Research microbiological or chemical processes or structures,
3138,"Healthcare Data Security, Privacy, and Compliance",Johns Hopkins University,12,https://www.coursera.org/learn/healthcare-data-security,"Advise patients of health conditions or treatments;;Analyse health-related data;;Analyse medical data;;Analyse patient data to determine patient needs or treatment goals;;Collect medical information from patients, family members or other medical professionals;;Communicate detailed medical information to patients or family members;;Develop health care quality and safety procedures;;Enter patient or treatment data into computers;;Establish standards for medical care;;Explain regulations, policies or procedures;;Follow protocols or regulations for health care activities;;Maintain medical records;;Prepare health care training materials;;Provide health and wellness advice to patients, program participants or caregivers",
3139,Introduction to Quality Improvement in Healthcare,Imperial College London,12,https://www.coursera.org/learn/intro-quality-improvement-healthcare-1,"Advise others on ways to improve processes or products;;Develop health assessment methods or programs;;Develop health care quality and safety procedures;;Develop operating strategies, plans or procedures for green or sustainable operations;;Develop organisational policies or programs;;Develop plans for programs or services;;Develop working relationships with others to facilitate program activities;;Direct quality control activities;;Establish standards for medical care;;Evaluate effectiveness of educational programs;;Follow protocols or regulations for health care activities;;Manage health care operations",
3140,Value-Based Care: Introduction to Value-Based Care and the U.S. Healthcare System,University of Houston,12,https://www.coursera.org/learn/value-based-care-introduction,Conduct historical research;;Conduct research on social issues;;Design public or employee health programs;;Develop health assessment methods or programs;;Develop health care quality and safety procedures;;Develop methods of social or economic research;;Develop performance metrics or standards related to information technology;;Direct health care delivery programs;;Establish standards for medical care,
3141,Metabolic Makeover,National Academy of Sports Medicine,12,https://www.coursera.org/learn/metabolic-makeover,"Advise athletes, coaches, or trainers on exercise regimens, nutrition, or equipment use;;Analyse biological samples;;Analyse chemical compounds or substances;;Analyse laboratory findings;;Calculate numerical data for medical activities;;Determine food or drink production methods;;Develop biological research methods;;Manage preparation of special meals or diets;;Monitor nutrition-related activities of individuals or groups",
3142,Foundations of Healthcare Systems Engineering,Johns Hopkins University,5,https://www.coursera.org/learn/foundations-of-healthcare-systems-engineering,Analyse design requirements for computer or electronics systems;;Classify materials according to standard systems;;Create models of engineering designs or methods;;Design public or employee health programs;;Develop diagrams or flow charts of system operation;;Develop guidelines for system implementation;;Develop health care quality and safety procedures;;Develop models of information or communications systems;;Develop technical specifications for systems or equipment;;Establish standards for medical care,
3143,Business Process Management in Healthcare Organizations,Rutgers the State University of New Jersey,12,https://www.coursera.org/learn/business-process-management-in-healthcare-organizations,,
3144,Global Health Policy,The University of Tokyo,10,https://www.coursera.org/learn/global-health-policy,"Advise clients or community groups on health issues;;Analyse health-related data;;Analyse medical data;;Analyse patient data to determine patient needs or treatment goals;;Arrange insurance coverage;;Design public or employee health programs;;Develop emergency procedures;;Develop health assessment methods or programs;;Direct emergency management activities;;Direct health care delivery programs;;Plan programs to address community health issues;;Provide basic health care services;;Provide medical care and support for families, including health counselling",
3145,Confronting Gender Based Violence: Global Lessons for Healthcare Workers,Johns Hopkins University,22,https://www.coursera.org/learn/gender-based-violence,"Analyse health-related data;;Care for patients recovering from injury and illness;;Collaborate with health care professionals to plan or provide treatment;;Conduct health or safety training programs;;Conduct research on social issues;;Develop emergency procedures;;Develop health assessment methods or programs;;Develop health care quality and safety procedures;;Develop programs, policies or services that are culturally appropriate;;Establish treatment goals;;Evaluate patient functioning, capabilities or health;;Instruct tertiary students in social sciences or humanities disciplines;;Investigate crimes committed within organisations;;Promote goods, services, or programs",
3146,Health Care and Promotion for Infants and Toddlers,Peking University,16,https://www.coursera.org/learn/health-care-and-promotion-for-infants-and-toddlers,"Arrange childcare or educational settings to ensure physical safety of children;;Conduct amusement or gaming activities;;Develop daily schedules for children or families;;Develop educational goals, standards, policies or procedures;;Follow protocols or regulations for health care activities;;Provide basic health care services;;Provide for basic needs of children;;Provide medical care and support for families, including health counselling",
3147,Simple Regression Analysis in Public Health,Johns Hopkins University,36,https://www.coursera.org/learn/simple-regression-analysis-public-health,"Analyse data to determine effectiveness of treatments or therapies;;Analyse health-related data;;Analyse laboratory findings;;Analyse medical data;;Analyse quantitative data to determine effectiveness of treatments or therapies;;Analyse test results;;Anticipate the organisational implications of machine learning models;;Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields;;Determine appropriate methods for data analysis;;Develop health care quality and safety procedures;;Develop medical treatment plans;;Evaluate patient functioning, capabilities or health;;Explain medical procedures or test results to patients or family members;;Interpret blueprints, specifications or diagrams",
3148,Logistic Regression in R for Public Health,Imperial College London,12,https://www.coursera.org/learn/logistic-regression-r-public-health,Analyse data to determine effectiveness of treatments or therapies;;Analyse data to determine project feasibility;;Analyse health-related data;;Analyse market research data;;Analyse medical data;;Analyse operational or research data;;Analyse test results;;Analyse test results to inform diagnosis or treatment;;Determine appropriate methods for data analysis;;Determine design criteria or specifications;;Evaluate log quality,
3149,Disease Screening in Public Health,University of Geneva,22,https://www.coursera.org/learn/screening,Administer drug screening tests;;Administer screening tests to determine abilities or treatment needs;;Collect information about community health needs;;Conduct diagnostic tests to determine patient health;;Develop health assessment methods or programs;;Develop medical treatment plans;;Develop plans for programs or services;;Diagnose medical conditions;;Order medical diagnostic or clinical tests,
3150,Healthcare Data Literacy,"University of California, Davis",12,https://www.coursera.org/learn/healthcare-data-literacy,Analyse health-related data;;Analyse medical data;;Analyse patient data to determine patient needs or treatment goals;;Conduct research to increase knowledge about medical issues;;Create databases to store electronic data;;Develop data analysis or data management procedures;;Develop health assessment methods or programs;;Develop procedures for data entry or processing;;Develop technical or scientific databases;;Diagnose medical conditions;;Establish treatment goals;;Maintain data in information systems or databases;;Maintain knowledge of aircraft specifications and flight safety procedures;;Order medical diagnostic or clinical tests,
3151,"Comparing Genes, Proteins, and Genomes (Bioinformatics III)",University of California San Diego,36,https://www.coursera.org/learn/comparing-genomes,,
3152,"Drugs, drug use, drug policy and health",University of Geneva,29,https://www.coursera.org/learn/drugs,Administer drug screening tests;;Administer medical substances for imaging or other procedures;;Analyse and understand the local and national implications of proposed legislation;;Analyse data to determine effectiveness of treatments or therapies;;Analyse impact of legal or regulatory changes;;Analyse quantitative data to determine effectiveness of treatments or therapies;;Counsel clients or patients with substance abuse issues;;Develop health assessment methods or programs,
3153,Quality Improvement in Healthcare Organizations,Rutgers the State University of New Jersey,12,https://www.coursera.org/learn/quality-improvement-in-healthcare-organizations,,
3154,Health Systems Development: Introduction to Health Systems,Imperial College London,12,https://www.coursera.org/learn/introduction-to-health-systems,Advise communities or institutions regarding health or safety issues;;Analyse and understand the local and national implications of proposed legislation;;Analyse health-related data;;Appraise environmental impact of regulations or policies;;Collect information about community health needs;;Conduct opinion surveys or needs assessments;;Design public or employee health programs;;Develop health assessment methods or programs;;Direct health care delivery programs;;Establish standards for medical care;;Evaluate effectiveness of staff policies or practices;;Evaluate employee performance;;Manage health care operations,
3155,Introduction to Reproduction,Northwestern University,15,https://www.coursera.org/learn/reproductive-health,,
3156,Understanding Prostate Cancer,Johns Hopkins University,36,https://www.coursera.org/learn/prostate-cancer,Administer cancer treatments;;Administer drug screening tests;;Administer screening tests to determine abilities or treatment needs;;Analyse health-related data;;Conduct diagnostic tests to determine patient health;;Evaluate patient outcomes to determine effectiveness of treatments;;Evaluate treatment options to guide medical decisions,
3157,Trustworthy AI for Healthcare Management,Politecnico di Milano,3,https://www.coursera.org/learn/trustworthy-ai-for-healthcare-management,,
3158,Healthcare Data Quality and Governance,"University of California, Davis",12,https://www.coursera.org/learn/healthcare-data-quality-governance,,
3159,Data and Health Indicators in Public Health Practice,Johns Hopkins University,12,https://www.coursera.org/learn/data-public-health,"Analyse data to determine effectiveness of treatments or therapies;;Analyse health-related data;;Analyse medical data;;Analyse patient data to determine patient needs or treatment goals;;Attend receptions, dinners, and conferences to meet people, exchange views and information, and develop working relationships;;Collect information about community health needs;;Design public or employee health programs;;Develop health assessment methods or programs;;Develop information communication procedures;;Provide educational information to the public",
3160,Virology and Epidemiology in the Time of COVID-19,American Museum of Natural History,8,https://www.coursera.org/learn/virology-epidemiology,Analyse biological samples;;Develop biological research methods;;Develop scientific or mathematical models;;Develop theories or models of social phenomena;;Examine characteristics or behaviour of living organisms;;Give medications or immunisations;;Immunise patients;;Plan programs to address community health issues;;Prevent and control infections according to policies and procedures,
3161,Introduction to Algae,University of California San Diego,10,https://www.coursera.org/learn/algae,"Analyse biological samples;;Build production moulds;;Classify organisms based on their characteristics or behaviour;;Clean materials to prepare them for production;;Conduct research of processes in natural or industrial ecosystems;;Create graphical representations of structures, landscapes or aquatic systems;;Cultivate micro-organisms for study, testing or medical preparations;;Develop operating strategies, plans or procedures for green or sustainable operations;;Evaluate potential of products, technologies or resources;;Evaluate the characteristics of green technologies;;Examine characteristics or behaviour of living organisms",
3162,"Medical Emergencies: Airway, Breathing, and Circulation",University of Colorado System,36,https://www.coursera.org/learn/medical-emergencies-airway-breathing-circulation,"Administer screening tests to determine abilities or treatment needs;;Advise patients of health conditions or treatments;;Assess physical conditions of patients to aid in diagnosis or treatment;;Conduct diagnostic tests to determine patient health;;Develop emergency procedures;;Diagnose medical conditions;;Evaluate patient functioning, capabilities or health;;Examine patients to assess general physical condition;;Hold patients to ensure proper positioning or safety;;Perform emergency medical procedures which are complex, intensive or critical",
3163,Validity and Bias in Epidemiology,Imperial College London,12,https://www.coursera.org/learn/validity-bias-epidemiology,Analyse data to determine effectiveness of treatments or therapies;;Analyse impact of legal or regulatory changes;;Analyse quantitative data to determine effectiveness of treatments or therapies;;Analyse test results to inform diagnosis or treatment;;Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields;;Conduct diagnostic tests to determine patient health;;Design costumes or cosmetic effects for characters;;Explain medical procedures or test results to patients or family members;;Prescribe treatments or therapies,
3164,Fundamentals of Immunology: T Cells and Signaling,Rice University,36,https://www.coursera.org/learn/immunologyfundamentalstcellssignaling,"Analyse biological samples;;Develop biological research methods;;Develop promotional materials;;Examine characteristics or behaviour of living organisms;;Give medications or immunisations;;Immunise patients;;Promote goods, services, or programs",
3165,Introduction to Systems Biology,Icahn School of Medicine at Mount Sinai,36,https://www.coursera.org/learn/systems-biology,"Analyse biological samples;;Analyse chemical compounds or substances;;Analyse data to identify trends or relationships among variables;;Analyse financial information;;Analyse medical data;;Analyse security of systems, network or data;;Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields;;Create graphical representations of energy production systems;;Design research studies to obtain scientific information;;Develop biological research methods;;Develop diagrams or flow charts of system operation;;Develop mathematical models of environmental conditions;;Develop models of information or communications systems",
3166,Health Care Delivery in Healthcare Organizations,Rutgers the State University of New Jersey,12,https://www.coursera.org/learn/healthcare-delivery-in-healthcare-organizations,,
3167,Fundamental Sports related Musculoskeletal Anatomy,The Chinese University of Hong Kong,4,https://www.coursera.org/learn/fundamental-sports-related-musculoskeletal-anatomy,"Adjust settings or positions of medical equipment;;Advise athletes, coaches, or trainers on exercise regimens, nutrition, or equipment use;;Assemble structural components;;Assess physical conditions of patients to aid in diagnosis or treatment;;Check physical condition of people or animals;;Develop diagrams or flow charts of system operation;;Develop exercise or conditioning programs;;Develop health assessment methods or programs;;Engage patients in exercises or activities;;Measure the physical or physiological attributes of patients;;Research human performance or health factors related to engineering or design activities",
3168,A New Communication Framework for Healthcare,University of California San Diego,4,https://www.coursera.org/learn/a-new-communication-framework-for-healthcare,Collaborate with health care professionals to plan or provide treatment;;Communicate detailed medical information to patients or family members;;Confer with clients to discuss treatment plans or progress;;Confer with family members to discuss client treatment plans or progress;;Confer with other professionals to plan patient care;;Counsel clients regarding interpersonal issues;;Develop treatment plans for patients or clients;;Encourage patients or clients to develop life skills;;Inform medical professionals regarding patient conditions and care;;Interact with patients to build rapport or provide emotional support,
3169,Understanding Plants - Part II: Fundamentals of Plant Biology,Tel Aviv University,5,https://www.coursera.org/learn/plant-biology,Analyse chemical compounds or substances;;Apply chemical solutions to plants for protection or to enhance growth;;Conduct research of processes in natural or industrial ecosystems;;Control plant pests or diseases;;Create graphical representations of energy production systems;;Develop agricultural methods;;Evaluate quality or condition of plants or crops;;Examine characteristics or behaviour of living organisms;;Harvest agricultural products;;Identify plant species and features;;Perform animal breeding procedures,
3170,Culminating Project in Health Informatics,Johns Hopkins University,12,https://www.coursera.org/learn/culminating-project-course-in-health-informatics,,
3171,Sustainable Tourism – promoting environmental public health,University of Copenhagen,14,https://www.coursera.org/learn/sustainable-tourism,Analyse consumer trends;;Analyse environmental data;;Conduct research of processes in natural or industrial ecosystems;;Design water conservation systems;;Develop environmental research methods;;Develop environmental sustainability plans or projects;;Develop plans to manage natural or renewable resources;;Develop sustainable organisational policies or practices;;Evaluate environmental impact of operational or development activities;;Evaluate environmental or sustainability projects;;Investigate the environmental impact of projects;;Promote environmental sustainability or conservation initiatives,
3172,Children Acquiring Literacy Naturally,"University of California, Santa Cruz",8,https://www.coursera.org/learn/children-literacy,"Advise educators on curricula, instructional methods or policies;;Assess educational needs of students;;Assist individuals with accessibility needs;;Create technology-based learning materials;;Determine how best to represent a concept visually;;Develop educational programs;;Develop instructional materials;;Develop models of information or communications systems;;Develop strategies or programs for students with accessibility needs;;Discuss child development and behaviour with parents or guardians;;Order instructional or library materials or equipment;;Promote goods, services, or programs;;Read materials to determine needed actions",
3173,Unethical Decision Making in Organizations,University of Lausanne,20,https://www.coursera.org/learn/unethical-decision-making,Communicate organisational policies and procedures;;Conduct research on social issues;;Conduct surveys in organisations;;Confer with colleagues to formulate positions and strategies pertaining to pending issues;;Develop methods of social or economic research;;Develop organisational policies or programs;;Evaluate staff practices to ensure adherence to regulations;;Implement organisational process or policy changes;;Investigate crimes committed within organisations;;Investigate safety of work environment;;Train employees in proper work procedures,
3174,Hearing Loss in Children,University of Michigan,16,https://www.coursera.org/learn/hearing-loss-in-children,"Adjust tuning or functioning of musical instruments;;Administer standardised physical or psychological tests;;Analyse laboratory findings;;Arrange physical or mental health services for clients;;Assist individuals with accessibility needs;;Assist students with special educational needs;;Develop strategies or programs for students with accessibility needs;;Diagnose medical conditions;;Examine mouth, teeth, gums or related facial structures;;Help clients get needed services or resources;;Maintain medical or professional knowledge;;Operate audio-visual equipment;;Provide counsel, comfort or encouragement to individuals or families",
